Country,Region,GDP_Per_Capita,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Population,Happiness_Score,Happiness_Rank
India,Europe,1.054,0.535,59.2,0.319,0.708,0.412,8.9,1394004665.0,4.97,4399.0
Singapore,Oceania,0.847,0.387,71.2,0.272,0.18,0.417,6.6,253863868.0,4.97,4400.0
UK,South America,0.699,0.469,69.6,0.255,0.129,0.37,10.6,459611571.0,4.97,4401.0
Singapore,Oceania,0.489,0.527,81.3,0.235,0.73,0.712,11.2,400750902.0,4.97,4402.0
Singapore,South America,1.37,0.579,52.1,0.449,0.751,0.863,16.5,577879903.0,4.97,4403.0
Denmark,Asia,0.432,0.451,77.1,0.637,0.434,0.58,4.8,423930397.0,4.97,4404.0
Australia,Oceania,0.226,0.455,77.7,0.58,0.566,0.499,11.8,877177492.0,4.97,4405.0
China,Oceania,0.693,0.322,70.2,0.242,0.629,0.833,10.5,558970189.0,4.97,4406.0
UK,South America,0.741,0.598,55.4,0.496,0.211,0.268,10.4,937028192.0,4.97,4407.0
India,Oceania,0.333,0.956,56.5,0.468,0.059,0.403,4.8,805238840.0,4.97,4408.0
Spain,Europe,0.294,0.4,71.6,0.651,0.645,0.116,19.4,1047384535.0,4.96,4409.0
Japan,Europe,0.311,0.785,68.7,0.274,0.629,0.499,10.6,1208192909.0,4.96,4410.0
Spain,Europe,0.397,0.964,67.0,0.467,0.577,0.895,10.1,134812425.0,4.96,4411.0
Japan,Oceania,0.301,0.354,72.9,0.889,0.762,0.385,14.3,212235267.0,4.96,4412.0
France,North America,0.241,0.562,80.4,0.503,0.369,0.371,12.0,1358793498.0,4.96,4413.0
USA,Europe,1.09,0.4,60.4,0.602,0.347,0.237,17.1,958571299.0,4.96,4414.0
UK,South America,0.271,0.686,66.3,0.293,0.045,0.498,3.9,431655693.0,4.96,4415.0
Nepal,North America,1.473,0.487,52.5,0.321,0.688,0.058,23.9,316820447.0,4.96,4416.0
Spain,North America,0.373,0.658,63.6,0.892,0.024,0.377,16.7,604836856.0,4.96,4417.0
India,North America,0.882,0.849,51.2,0.734,0.234,0.678,14.8,663863978.0,4.96,4418.0
USA,North America,0.684,0.697,53.3,0.897,0.769,0.491,21.1,265596182.0,4.96,4419.0
UK,Asia,0.659,0.756,62.0,0.592,0.072,0.864,14.1,605927133.0,4.96,4420.0
Italy,Oceania,0.803,0.749,59.1,0.372,0.511,0.132,10.2,170886201.0,4.95,4421.0
Sweden,South America,0.274,0.55,68.6,0.721,0.654,0.389,7.6,745034727.0,4.95,4422.0
UK,Europe,0.592,0.615,67.7,0.89,0.692,0.778,10.6,349606009.0,4.95,4423.0
Germany,North America,1.175,0.332,54.3,0.428,0.354,0.876,9.3,292642933.0,4.95,4424.0
Bhutan,North America,0.311,0.808,52.8,0.606,0.791,0.218,9.5,1026609897.0,4.95,4425.0
Canada,Asia,0.328,0.459,69.8,0.806,0.447,0.047,17.7,598825693.0,4.95,4426.0
France,North America,0.794,0.489,69.9,0.302,0.417,0.027,3.6,715478465.0,4.94,4427.0
Singapore,South America,0.289,0.435,78.9,0.739,0.233,0.438,13.2,456742245.0,4.94,4428.0
UK,Oceania,0.836,0.384,68.0,0.65,0.17,0.496,5.5,781308670.0,4.93,4429.0
Singapore,North America,0.807,0.712,53.6,0.21,0.215,0.762,22.8,960424006.0,4.93,4430.0
UAE,South America,0.428,0.319,72.7,0.528,0.788,0.55,20.7,647835108.0,4.93,4431.0
Norway,South America,0.259,0.695,64.6,0.599,0.457,0.473,2.0,331929636.0,4.93,4432.0
UK,South America,0.241,0.758,61.6,0.705,0.323,0.804,21.9,128128544.0,4.93,4433.0
Finland,North America,0.234,0.555,79.0,0.246,0.542,0.847,19.5,495251636.0,4.93,4434.0
Australia,Oceania,0.413,0.774,51.9,0.944,0.216,0.03,9.9,898548116.0,4.93,4435.0
Finland,South America,0.245,0.547,69.5,0.462,0.521,0.094,6.4,653986544.0,4.93,4436.0
UAE,South America,0.559,0.585,61.1,0.602,0.117,0.853,3.7,1378148444.0,4.93,4437.0
USA,North America,,,,,0.692,0.542,12.8,1134025196.0,,4438.0
Denmark,Europe,1.011,0.327,52.3,0.814,0.526,0.235,17.7,1078108113.0,4.93,4439.0
Japan,South America,1.133,0.327,60.9,0.639,0.574,0.073,22.0,785357617.0,4.92,4440.0
Sweden,Oceania,0.373,0.461,75.6,0.331,0.345,0.557,12.9,46092919.0,4.92,4441.0
UAE,Asia,1.353,0.72,50.6,0.419,0.477,0.802,8.1,1205151734.0,4.92,4442.0
Japan,Asia,0.305,0.52,72.5,0.24,0.559,0.223,6.0,405496620.0,4.92,4443.0
Nepal,Asia,0.546,0.406,70.8,0.223,0.395,0.113,10.3,972451217.0,4.92,4444.0
UAE,Asia,1.263,0.338,50.7,0.251,0.785,0.25,13.4,459095609.0,4.91,4445.0
Finland,South America,0.833,0.908,52.5,0.215,0.189,0.808,24.1,1093734992.0,4.91,
Denmark,Oceania,0.227,0.932,62.5,0.693,0.357,0.737,3.5,348929894.0,4.91,4447.0
Australia,North America,0.598,0.357,55.7,0.89,0.088,0.335,24.3,1155152357.0,4.91,4448.0
Spain,Europe,1.117,0.435,59.6,0.773,0.659,0.71,5.5,1167352744.0,4.9,4449.0
Norway,North America,0.832,0.433,73.0,0.384,0.255,0.725,21.2,74873635.0,4.9,4450.0
Nepal,Europe,0.828,0.876,50.2,0.553,0.368,0.43,18.5,637175244.0,4.9,4451.0
Bhutan,Oceania,0.664,0.355,68.0,0.775,0.345,0.679,11.7,92678463.0,4.9,4452.0
Denmark,Asia,0.975,0.65,59.4,0.371,0.056,0.261,11.9,219547145.0,4.9,4453.0
France,Oceania,0.507,0.376,61.0,0.824,0.467,0.229,24.7,577654963.0,4.9,4454.0
Australia,South America,0.216,0.925,54.9,0.893,0.161,0.711,5.4,409528520.0,4.9,4455.0
China,Asia,0.214,0.585,68.8,0.655,0.403,0.47,4.6,540892083.0,4.9,4456.0
UAE,Oceania,0.249,0.802,61.1,0.59,0.518,0.459,10.6,1086051864.0,4.9,4457.0
India,South America,0.712,0.736,68.7,0.262,0.708,0.783,23.5,1278550466.0,4.9,4458.0
Germany,Asia,0.312,0.78,72.5,0.55,0.359,0.815,11.4,270243041.0,4.9,4459.0
Spain,Oceania,0.507,0.841,50.6,0.767,0.592,0.711,6.3,224017900.0,4.89,4460.0
UK,Europe,1.538,0.329,53.4,0.214,0.049,0.013,7.6,864921636.0,4.89,4461.0
Canada,Asia,0.822,0.791,55.8,0.704,0.66,0.435,13.8,14797205.0,4.89,4462.0
Denmark,Oceania,0.615,0.643,60.5,0.511,0.746,0.48,7.2,925524972.0,4.88,4463.0
Germany,Oceania,0.369,0.785,62.2,0.524,0.378,0.896,7.1,206100302.0,4.88,4464.0
UK,Asia,0.516,0.427,68.2,0.232,0.702,0.84,3.0,1399656500.0,4.88,4465.0
Bhutan,Europe,0.579,0.686,54.8,0.293,0.399,0.133,20.3,189570416.0,4.88,4466.0
Finland,Asia,0.341,0.312,78.4,0.99,0.442,0.784,12.9,122734151.0,4.88,4467.0
Denmark,Oceania,0.845,0.344,65.5,0.578,0.082,0.306,11.1,1244401179.0,4.88,4468.0
UK,Europe,0.558,0.617,57.3,0.919,0.619,0.53,2.2,1011759130.0,4.87,4469.0
Nepal,Asia,0.297,0.74,52.1,0.905,0.722,0.066,10.3,765042635.0,4.87,4470.0
UK,North America,0.62,0.426,65.9,0.674,0.026,0.645,18.5,1248902812.0,4.87,4471.0
Nepal,North America,0.828,0.64,57.2,0.253,0.001,0.74,20.1,882823091.0,4.87,4472.0
Nepal,Europe,0.411,0.66,55.7,0.843,0.747,0.69,17.9,1305192866.0,4.87,4473.0
Singapore,Europe,1.28,0.389,50.7,0.756,0.754,0.417,22.5,118327572.0,4.87,4474.0
Sweden,Oceania,0.893,0.595,50.4,0.247,0.26,0.585,12.7,1323069162.0,4.87,4475.0
Italy,Asia,0.355,0.349,81.7,0.501,0.393,0.562,8.4,1147251969.0,4.87,4476.0
Singapore,South America,1.578,0.406,51.9,0.704,0.203,0.797,22.5,1044453613.0,4.86,4477.0
Norway,Europe,0.617,0.719,62.5,0.746,0.71,0.729,13.0,1170000969.0,4.86,4478.0
France,Europe,0.214,0.722,70.6,0.369,0.093,0.553,9.8,24037537.0,4.86,4479.0
UK,Europe,0.985,0.689,54.1,0.616,0.775,0.148,10.4,1269376892.0,4.85,4480.0
Denmark,South America,0.582,0.643,55.5,0.601,0.089,0.665,22.1,788306923.0,4.85,4481.0
Finland,North America,1.422,0.359,52.5,0.665,0.242,0.689,13.5,917081756.0,4.85,4482.0
Canada,North America,0.798,0.622,54.8,0.671,0.763,0.198,17.8,579568971.0,4.85,4483.0
Sweden,South America,0.339,0.755,70.1,0.276,0.647,0.092,2.3,1199501370.0,4.85,4484.0
Finland,Asia,0.678,0.646,59.9,0.769,0.43,0.581,5.6,339179214.0,4.85,4485.0
China,Europe,0.993,0.407,60.5,0.36,0.198,0.724,14.4,358625129.0,4.85,4486.0
Canada,Asia,0.346,0.336,71.7,0.626,0.045,0.753,11.1,56412770.0,4.85,4487.0
Bhutan,Europe,0.587,0.314,74.4,0.896,0.177,0.601,7.7,9604019.0,4.85,4488.0
Norway,South America,0.962,0.372,64.5,0.76,0.368,0.568,14.7,124396385.0,4.85,4489.0
India,Asia,1.343,0.347,52.1,0.608,0.716,0.201,23.5,958659021.0,4.85,4490.0
Bhutan,Oceania,0.969,0.41,51.5,0.636,0.266,0.676,12.3,551224744.0,4.85,4491.0
France,North America,0.226,0.997,59.4,0.655,0.165,0.145,8.4,908230880.0,4.84,4492.0
Spain,Asia,1.115,0.384,56.9,0.674,0.463,0.065,6.3,1214001143.0,4.84,4493.0
France,South America,0.947,0.363,56.5,0.514,0.658,0.611,24.6,,4.84,4494.0
UAE,South America,,,,,0.264,0.638,22.3,1139683056.0,,4495.0
Germany,Asia,0.372,0.883,56.1,0.596,0.295,0.766,20.2,532538566.0,4.84,4496.0
Canada,North America,0.947,0.568,52.9,0.756,0.346,0.648,19.6,263464147.0,4.84,4497.0
India,North America,0.304,0.344,73.9,0.849,0.24,0.395,10.8,473635743.0,4.83,4498.0
Nepal,North America,0.526,0.397,66.0,0.671,0.387,0.264,22.4,960139950.0,4.83,4499.0
Sweden,South America,0.802,0.33,59.0,0.721,0.689,0.866,7.7,267883471.0,4.83,4500.0
Bhutan,North America,0.273,0.304,79.6,0.302,0.269,0.16,20.4,510615987.0,4.83,4501.0
Norway,Oceania,0.44,0.711,67.5,0.663,0.374,0.791,18.2,598346172.0,4.83,4502.0
Singapore,Europe,0.445,0.455,66.3,0.674,0.07,0.013,4.0,956257872.0,4.83,4503.0
Japan,Europe,0.705,0.365,63.5,0.663,0.119,0.392,7.4,1375039862.0,4.83,4504.0
Sweden,North America,0.68,0.424,63.2,0.273,0.077,0.109,22.1,255111474.0,4.83,4505.0
Japan,Europe,0.757,0.61,64.9,0.378,0.037,0.57,23.2,750172356.0,4.82,4506.0
UAE,Europe,0.915,0.316,67.8,0.498,0.188,0.418,12.5,536826812.0,4.82,4507.0
Italy,South America,1.061,0.545,51.2,0.532,0.544,0.669,5.5,1189699386.0,4.82,4508.0
France,Oceania,0.257,0.982,50.1,0.225,0.8,0.193,5.0,451628348.0,4.82,4509.0
Finland,North America,1.032,0.356,62.2,0.528,0.656,0.661,19.7,1202335282.0,4.82,4510.0
Bhutan,South America,0.684,0.32,70.2,0.912,0.764,0.539,15.7,708304299.0,4.82,4511.0
Denmark,South America,0.428,0.454,75.8,0.343,0.671,0.817,10.1,70988186.0,4.82,4512.0
India,Asia,0.98,0.354,68.2,0.429,0.146,0.332,21.2,120077706.0,4.82,4513.0
USA,South America,0.677,0.512,58.8,0.242,0.289,0.785,17.5,263318131.0,4.82,4514.0
France,South America,0.43,0.378,75.0,0.637,0.683,0.282,18.5,749389785.0,4.82,4515.0
Denmark,Asia,1.08,0.386,57.5,0.57,0.638,0.164,13.4,711609097.0,4.82,4516.0
Italy,Oceania,0.915,0.502,63.3,0.518,0.556,0.799,8.7,622179797.0,4.81,4517.0
Australia,Asia,0.419,0.45,64.9,0.445,0.321,0.072,18.8,880531312.0,4.81,4518.0
Spain,South America,0.396,0.911,58.2,0.306,0.26,0.666,22.0,88521065.0,4.81,4519.0
Norway,North America,0.882,0.31,51.7,0.74,0.104,0.472,22.0,664872451.0,4.81,4520.0
Australia,Europe,0.329,0.52,73.1,0.627,0.404,0.465,17.4,674873272.0,4.81,4521.0
Bhutan,North America,0.258,0.766,63.3,0.623,0.645,0.536,8.0,277902131.0,4.81,4522.0
Norway,Oceania,0.219,0.888,51.0,0.354,0.389,0.177,13.6,565098279.0,4.81,
UAE,Oceania,0.387,0.699,59.0,0.619,0.33,0.237,3.0,429276314.0,4.81,4524.0
Spain,Oceania,0.387,0.682,67.0,0.233,0.607,0.049,2.7,1015245000.0,4.81,4525.0
Italy,North America,0.591,0.556,68.9,0.58,0.621,0.524,24.6,552944238.0,4.81,4526.0
Spain,South America,0.223,0.99,61.9,0.261,0.073,0.242,8.4,1305823116.0,4.8,4527.0
Sweden,North America,0.352,0.812,56.7,0.706,0.022,0.252,24.8,1056311263.0,4.8,4528.0
France,Oceania,0.354,0.355,78.5,0.431,0.109,0.549,13.9,515860702.0,4.8,4529.0
Brazil,North America,0.65,0.681,55.2,0.301,0.668,0.569,18.1,908672862.0,4.8,4530.0
Germany,South America,0.872,0.714,55.6,0.654,0.315,0.87,18.4,350621873.0,4.8,4531.0
UK,South America,1.008,0.528,51.5,0.512,0.506,0.041,2.3,1218725665.0,4.8,4532.0
India,North America,1.045,0.847,50.3,0.227,0.348,0.723,19.7,391559433.0,4.79,4533.0
Denmark,North America,0.424,0.891,57.4,0.871,0.453,0.511,23.0,83890752.0,4.79,4534.0
Sweden,Asia,1.001,0.468,56.6,0.714,0.039,0.353,7.9,219197724.0,4.79,4535.0
UK,North America,0.933,0.49,58.4,0.841,0.621,0.38,7.8,136477599.0,4.79,4536.0
Brazil,Oceania,0.474,0.477,66.7,0.694,0.652,0.691,12.8,1055675536.0,4.79,4537.0
Italy,Asia,0.826,0.58,56.5,0.9,0.714,0.38,23.0,755487729.0,4.79,4538.0
Australia,South America,0.817,0.581,56.7,0.455,0.65,0.244,16.1,699883877.0,4.79,4539.0
Denmark,Oceania,0.377,0.559,67.7,0.565,0.37,0.305,6.1,1233071114.0,4.79,4540.0
Finland,Oceania,0.392,0.434,67.5,0.782,0.447,0.22,14.0,878915954.0,4.78,4541.0
Singapore,North America,0.698,0.502,58.8,0.751,0.666,0.375,5.5,236321052.0,4.78,4542.0
Denmark,North America,0.781,0.75,51.1,0.837,0.137,0.51,23.2,552508923.0,4.78,4543.0
Denmark,Oceania,1.19,0.709,50.6,0.239,0.175,0.431,13.5,353734213.0,4.78,4544.0
Finland,Oceania,0.71,0.564,56.8,0.348,0.414,0.582,12.6,858621894.0,4.78,4545.0
Norway,North America,1.082,0.302,52.5,0.501,0.746,0.75,11.7,297081946.0,4.78,4546.0
Nepal,Oceania,0.998,0.368,58.1,0.476,0.187,0.745,22.6,108277962.0,4.78,4547.0
Bhutan,Europe,0.326,0.386,79.3,0.83,0.67,0.812,22.1,922109131.0,4.78,4548.0
UAE,South America,0.275,0.364,64.4,0.932,0.618,0.356,15.2,1090867593.0,4.78,4549.0
Denmark,South America,0.594,0.565,54.9,0.644,0.445,0.543,,610836517.0,4.78,4550.0
Spain,Oceania,1.094,0.33,64.0,0.515,0.617,0.283,4.4,176067643.0,4.78,4551.0
UAE,Asia,0.217,0.692,57.5,0.398,0.368,0.219,23.1,1111127124.0,4.77,4552.0
Bhutan,Europe,0.437,0.435,65.1,0.322,0.717,0.448,24.2,904199718.0,4.77,4553.0
Spain,Oceania,0.34,0.787,70.0,0.266,0.719,0.341,21.6,51771780.0,4.77,4554.0
Brazil,South America,0.4,0.712,54.3,0.938,0.425,0.743,8.8,121433697.0,4.77,4555.0
Finland,Asia,0.425,0.557,58.6,0.65,0.598,0.645,12.0,1163592130.0,4.77,4556.0
Sweden,South America,0.244,0.675,67.5,0.521,0.334,0.823,12.6,121440835.0,4.77,4557.0
India,Europe,0.415,0.459,72.7,0.485,0.54,0.859,20.0,969899150.0,4.76,4558.0
Australia,Asia,0.595,0.758,64.3,0.235,0.612,0.491,21.2,1041303473.0,4.76,4559.0
Finland,Oceania,0.779,0.37,60.6,0.265,0.023,0.322,16.0,755654956.0,4.76,4560.0
France,North America,0.217,0.94,55.4,0.465,0.657,0.565,18.0,1138617863.0,4.76,4561.0
France,Asia,0.827,0.356,74.1,0.305,0.499,0.492,24.0,1155012741.0,4.76,4562.0
Finland,Oceania,0.688,0.591,55.4,0.323,0.65,0.107,14.2,245218449.0,4.76,4563.0
Norway,Asia,0.643,0.573,64.4,0.825,0.597,0.756,7.6,203997922.0,4.76,4564.0
Italy,Asia,0.667,0.935,53.2,0.239,0.223,0.787,9.8,362756524.0,4.76,4565.0
Singapore,Asia,0.206,0.602,75.8,0.342,0.052,0.039,21.0,1002391096.0,4.76,4566.0
Denmark,Europe,0.371,0.603,68.7,0.605,0.508,0.537,3.3,230310410.0,4.76,4567.0
Germany,Asia,0.983,0.684,58.2,0.279,0.164,0.652,19.0,,4.75,4568.0
Japan,North America,0.538,0.997,52.1,0.77,0.795,0.648,2.2,671123511.0,4.75,4569.0
Finland,Asia,1.393,0.42,52.5,0.485,0.228,0.557,11.8,562806200.0,4.75,4570.0
Denmark,Asia,0.543,0.852,55.6,0.338,0.691,0.145,11.7,17793586.0,4.75,4571.0
Brazil,Europe,0.791,0.502,65.9,0.53,0.012,0.795,6.1,1007489074.0,4.75,4572.0
Norway,South America,0.455,0.531,71.6,0.403,0.475,0.559,9.8,628780978.0,4.75,4573.0
Finland,North America,0.508,0.568,66.3,0.625,0.365,0.753,13.9,454561295.0,4.75,4574.0
China,Europe,0.617,0.37,63.4,0.6,0.757,0.599,9.7,1227373261.0,4.75,4575.0
UK,South America,1.002,0.438,51.3,0.881,0.371,0.317,23.3,49772113.0,4.75,4576.0
Italy,Oceania,1.196,0.354,52.1,0.685,0.692,0.386,22.6,691739706.0,4.75,4577.0
Nepal,Europe,0.97,0.33,62.8,0.313,0.733,0.796,22.3,351808539.0,4.75,4578.0
Australia,Oceania,0.931,0.622,53.1,0.532,0.611,0.483,16.4,507378552.0,4.74,4579.0
Norway,Europe,0.253,0.933,55.8,0.798,0.663,0.312,19.6,977879212.0,4.74,4580.0
India,North America,0.794,0.806,51.1,0.329,0.062,0.086,19.5,1343870735.0,4.74,4581.0
China,Oceania,0.294,0.885,61.5,0.621,0.594,0.78,4.6,722061892.0,4.74,4582.0
Brazil,Europe,0.801,0.368,61.7,0.872,0.295,0.894,6.5,98887616.0,4.74,4583.0
Australia,Europe,0.729,0.355,73.0,0.265,0.545,0.252,8.0,,4.73,4584.0
India,North America,0.359,0.375,58.2,0.869,0.46,0.113,12.7,1328675087.0,4.73,4585.0
Canada,South America,1.378,0.349,62.1,0.228,0.585,0.865,5.6,1054977300.0,4.73,4586.0
Germany,South America,0.859,0.398,55.7,0.472,0.148,0.206,19.4,488496520.0,4.73,4587.0
Australia,Europe,0.25,0.746,58.1,0.348,0.497,0.066,22.3,539104207.0,4.73,4588.0
Australia,Asia,0.878,0.833,52.5,0.39,0.129,0.302,18.1,811932974.0,4.73,4589.0
Nepal,Asia,,,,,0.524,0.733,24.0,1381486463.0,,4590.0
Singapore,South America,0.441,0.828,52.4,0.875,0.321,0.256,8.0,815796545.0,4.71,4591.0
UAE,Asia,0.406,0.52,63.0,0.296,0.648,0.567,8.0,469151864.0,4.71,4592.0
Germany,Asia,0.217,0.558,80.0,0.262,0.562,0.191,21.6,1296176110.0,4.71,4593.0
Nepal,Oceania,0.27,0.755,69.4,0.323,0.168,0.812,21.5,332434164.0,4.71,4594.0
Australia,South America,0.304,0.763,56.9,0.783,0.537,0.887,18.5,430427497.0,4.71,4595.0
Japan,Europe,0.434,0.353,66.9,0.96,0.17,0.657,13.1,600201365.0,4.71,4596.0
Australia,Europe,0.624,0.645,51.4,0.621,0.374,0.456,7.2,832010122.0,4.71,4597.0
Norway,Asia,0.319,0.62,53.3,0.815,0.763,0.425,17.4,1027109232.0,4.71,4598.0
Spain,North America,0.906,0.352,62.4,0.717,0.3,0.39,17.1,702834384.0,4.71,4599.0
UK,North America,0.962,0.467,58.4,0.548,0.353,0.211,12.1,854454600.0,4.7,4600.0
Australia,South America,0.385,0.31,81.9,0.269,0.283,0.045,8.3,648741369.0,4.7,4601.0
France,Oceania,0.31,0.399,76.9,0.617,0.365,0.385,11.9,799246485.0,4.7,4602.0
Germany,Asia,0.667,0.469,57.0,0.61,0.624,0.542,9.1,358097643.0,4.7,4603.0
Canada,South America,0.735,0.675,52.7,0.48,0.635,0.786,17.8,1069317806.0,4.7,4604.0
Canada,North America,0.628,0.54,60.6,0.293,0.584,0.155,7.5,212720183.0,4.7,4605.0
France,Asia,0.455,0.973,51.5,0.669,0.61,0.129,,836244265.0,4.7,4606.0
Sweden,Asia,1.218,0.36,57.4,0.339,0.224,0.705,24.7,841828804.0,4.7,4607.0
Australia,Oceania,0.246,0.402,76.7,0.71,0.71,0.801,21.2,907561390.0,4.7,4608.0
USA,Europe,0.934,0.355,57.6,0.555,0.016,0.507,9.1,132740597.0,4.7,4609.0
UK,Oceania,0.694,0.359,61.8,0.394,0.246,0.173,5.5,306090414.0,4.7,4610.0
Spain,North America,0.214,0.587,74.7,0.578,0.486,0.492,14.9,120063637.0,4.69,4611.0
Denmark,South America,0.403,0.304,69.6,0.766,0.745,0.404,12.2,59925378.0,4.69,4612.0
USA,Oceania,0.517,0.626,53.5,0.544,0.027,0.682,18.6,1290725993.0,4.69,4613.0
China,North America,0.77,0.468,59.6,0.706,0.589,0.713,14.9,1324532020.0,4.69,4614.0
Canada,Europe,0.681,0.302,55.7,0.775,0.434,0.293,6.5,1120965625.0,4.69,4615.0
Finland,Asia,1.211,0.661,51.5,0.421,0.612,0.793,13.8,310791765.0,4.69,4616.0
Bhutan,South America,1.482,0.412,51.0,0.307,0.001,0.257,2.2,1397165149.0,4.69,4617.0
Spain,North America,0.2,0.5,64.1,0.833,0.588,0.431,2.2,26326185.0,4.69,4618.0
Bhutan,Europe,0.756,0.735,55.9,0.663,0.69,0.799,5.7,761789275.0,4.69,4619.0
USA,North America,1.254,0.365,59.1,0.517,0.794,0.608,10.2,211362018.0,4.69,4620.0
Finland,Oceania,0.766,0.744,52.6,0.775,0.33,0.705,15.2,1257926968.0,4.69,4621.0
Singapore,Oceania,0.625,0.427,55.7,0.608,0.146,0.227,24.6,1101835448.0,4.69,4622.0
Norway,Asia,0.796,0.551,60.5,0.577,0.532,0.492,11.7,830092107.0,4.69,4623.0
UK,North America,1.054,0.461,51.5,0.253,0.078,0.675,22.1,1154588852.0,4.68,4624.0
France,Europe,0.638,0.532,63.0,0.524,0.749,0.408,12.4,889679039.0,4.68,4625.0
China,South America,0.885,0.777,52.5,0.592,0.236,0.596,5.2,157884631.0,4.67,4626.0
USA,Europe,0.559,0.628,55.2,0.615,0.358,0.011,8.3,,4.67,4627.0
Norway,Europe,0.379,0.545,54.3,0.69,0.65,0.284,8.5,961095745.0,4.67,4628.0
Brazil,North America,0.726,0.428,68.7,0.353,0.397,0.36,23.8,859572736.0,4.66,4629.0
France,North America,1.059,0.586,58.4,0.327,0.21,0.771,17.0,1354204388.0,4.66,4630.0
UAE,North America,0.648,0.438,54.0,0.749,0.512,0.419,20.3,624335880.0,4.66,4631.0
India,Europe,0.236,0.844,58.4,0.809,0.406,0.621,9.0,1224557820.0,4.66,4632.0
USA,Europe,0.271,0.732,52.2,0.656,0.378,0.577,13.0,384276819.0,4.65,4633.0
USA,Europe,1.059,0.309,54.8,0.664,0.718,0.396,11.7,1367600300.0,4.65,4634.0
Norway,Oceania,0.743,0.753,50.7,0.413,0.6,0.22,6.5,436014604.0,4.65,4635.0
Denmark,Europe,0.582,0.382,58.6,0.715,0.421,0.013,7.6,1257948390.0,4.65,
Singapore,Asia,0.434,0.433,71.1,0.51,0.768,0.563,8.2,113889476.0,4.64,4637.0
UK,Europe,0.47,0.524,59.1,0.373,0.205,0.215,17.8,1299777290.0,4.64,4638.0
Nepal,South America,0.562,0.352,56.8,0.986,0.174,0.25,24.5,1336345686.0,4.64,4639.0
Spain,North America,0.567,0.355,71.2,0.485,0.632,0.109,10.1,828568016.0,4.64,4640.0
Italy,North America,,,,,0.604,0.69,18.6,680793614.0,,4641.0
Norway,North America,0.595,0.476,63.0,0.572,0.437,0.516,7.3,1272311020.0,4.64,4642.0
USA,North America,1.408,0.447,50.8,0.325,0.408,0.034,13.1,1310814906.0,4.64,4643.0
Sweden,Asia,0.569,0.439,65.5,0.265,0.074,0.693,6.0,7689969.0,4.64,4644.0
Germany,Europe,0.698,0.767,57.9,0.445,0.208,0.496,14.2,4490708.0,4.63,4645.0
Australia,Europe,0.389,0.403,66.1,0.889,0.521,0.59,7.5,53732598.0,4.63,4646.0
Sweden,Oceania,1.159,0.418,58.1,0.481,0.658,0.557,18.7,9311700.0,4.63,4647.0
UK,Europe,0.912,0.681,51.5,0.678,0.564,0.733,5.4,1158093455.0,4.63,4648.0
Spain,Asia,0.754,0.713,51.7,0.606,0.252,0.104,14.8,1090691335.0,4.63,4649.0
Spain,Europe,0.201,0.581,56.7,0.919,0.014,0.225,21.3,795957848.0,4.63,4650.0
Bhutan,North America,0.373,0.741,58.0,0.438,0.766,0.678,16.0,1090876329.0,4.63,4651.0
France,South America,0.535,0.308,74.4,0.385,0.504,0.039,13.4,1216296009.0,4.63,4652.0
Norway,South America,0.341,0.669,63.7,0.52,0.056,0.741,22.0,656045592.0,4.63,4653.0
Bhutan,North America,0.309,0.604,65.8,0.52,0.512,0.357,24.6,320699736.0,4.63,4654.0
Japan,Asia,0.622,0.827,51.2,0.391,0.081,0.669,20.4,1071072854.0,4.62,4655.0
Japan,Europe,0.406,0.683,53.1,0.692,0.308,0.774,12.9,214177354.0,4.62,4656.0
Bhutan,North America,0.465,0.409,59.4,0.872,0.637,0.682,8.3,954638004.0,4.62,4657.0
Spain,Oceania,0.481,0.362,55.4,0.903,0.666,0.55,4.7,944254516.0,4.62,4658.0
Japan,Oceania,0.62,0.31,73.0,0.247,0.433,0.55,11.2,574064460.0,4.61,4659.0
Finland,Oceania,0.567,0.706,54.0,0.384,0.15,0.89,5.7,996078488.0,4.61,4660.0
Germany,South America,0.718,0.301,66.4,0.398,0.75,0.859,19.5,69136468.0,4.61,4661.0
India,North America,0.869,0.616,55.2,0.456,0.268,0.895,17.1,744876290.0,4.6,4662.0
UAE,Oceania,1.056,0.422,53.8,0.851,0.48,0.534,17.3,1250809400.0,4.6,4663.0
Norway,Asia,0.321,0.588,68.9,0.254,0.104,0.436,19.6,229625613.0,4.6,4664.0
Australia,Asia,0.351,0.966,54.5,0.788,0.744,0.792,13.0,1308149527.0,4.6,4665.0
Bhutan,Asia,0.339,0.51,68.9,0.54,0.783,0.609,20.2,71252856.0,4.6,4666.0
Finland,South America,0.304,0.344,66.5,0.316,0.195,0.254,4.0,557492017.0,4.6,4667.0
France,North America,0.214,0.399,78.7,0.33,0.03,0.772,3.7,519144752.0,4.6,4668.0
Spain,Europe,0.841,0.325,60.6,0.215,0.525,0.625,16.1,800785784.0,4.59,4669.0
Singapore,Europe,0.591,0.411,51.9,0.992,0.08,0.518,18.2,496941429.0,4.59,4670.0
Denmark,Europe,0.597,0.427,58.6,0.951,0.756,0.106,8.2,67505211.0,4.59,4671.0
Japan,Oceania,0.25,0.537,71.8,0.542,0.167,0.879,23.5,548261473.0,4.59,4672.0
